image_name,bbox_index,total_bboxes,center_x,center_y,width,height,angle_deg,long_side,short_side,contour_area,bbox_area,perimeter,fill_ratio,positive_pixels,area_ratio,side_ratio,area_cutoff,side_cutoff,is_outlier,scenario,median_contour_area,median_long_side,cfg_seg_close_kernel_dims,cfg_seg_min_contour_area,cfg_seg_median_area_threshold,cfg_seg_outlier_area_ratio,cfg_seg_outlier_side_ratio
IMG_3374.jpg,1,8,1201.9,1525.6,2367.9,438.7,-87.8,2367.9,438.7,290162,1038758,5613.2,0.2793,301383,2.011,1.186,288505.0,3194.2,False,none,144252.5,1996.4,"(16, 16)",500,0.2,2,1.6
IMG_3374.jpg,2,8,591.4,1806.8,1812.9,190.0,-64.1,1812.9,190.0,250190,344499,4005.8,0.7262,251895,1.734,0.908,288505.0,3194.2,False,none,144252.5,1996.4,"(16, 16)",500,0.2,2,1.6
IMG_3374.jpg,3,8,216.5,1389.4,2419.4,344.2,-76.3,2419.4,344.2,179962,832835,5527.3,0.2161,182637,1.248,1.212,288505.0,3194.2,False,none,144252.5,1996.4,"(16, 16)",500,0.2,2,1.6
IMG_3374.jpg,4,8,2778.7,2376.7,461.3,1251.8,-9.49,1251.8,461.3,173082,577417,3426.2,0.2998,81598,1.2,0.627,288505.0,3194.2,False,none,144252.5,1996.4,"(16, 16)",500,0.2,2,1.6
IMG_3374.jpg,5,8,1763.9,1685.2,110.2,2030.9,-9.85,2030.9,110.2,115423,223714,4282.0,0.5159,117483,0.8,1.017,288505.0,3194.2,False,none,144252.5,1996.4,"(16, 16)",500,0.2,2,1.6
IMG_3374.jpg,6,8,2228.5,1631.9,1890.1,304.7,-86.41,1890.1,304.7,104299,575867,4389.6,0.1811,107633,0.723,0.947,288505.0,3194.2,False,none,144252.5,1996.4,"(16, 16)",500,0.2,2,1.6
IMG_3374.jpg,7,8,3106.2,1901.2,171.4,2099.9,-9.07,2099.9,171.4,100985,359842,4542.6,0.2806,103170,0.7,1.052,288505.0,3194.2,False,none,144252.5,1996.4,"(16, 16)",500,0.2,2,1.6
IMG_3374.jpg,8,8,3384.8,1922.4,1961.9,234.7,-87.3,1961.9,234.7,46908,460520,4393.2,0.1019,50695,0.325,0.983,288505.0,3194.2,False,none,144252.5,1996.4,"(16, 16)",500,0.2,2,1.6
IMG_3376.jpg,1,7,2491.6,1166.0,332.2,1923.3,-4.76,1923.3,332.2,184762,638869,4510.9,0.2892,188230,1.329,1.188,277980.0,2590.9,False,none,138990.0,1619.3,"(16, 16)",500,0.2,2,1.6
IMG_3376.jpg,2,7,659.3,1351.7,1432.8,134.1,-69.51,1432.8,134.1,142434,192179,3133.8,0.7412,143814,1.025,0.885,277980.0,2590.9,False,none,138990.0,1619.3,"(16, 16)",500,0.2,2,1.6
IMG_3376.jpg,3,7,1090.7,1211.0,1040.3,447.0,-66.43,1040.3,447.0,139047,465068,2974.7,0.299,62483,1.0,0.642,277980.0,2590.9,False,none,138990.0,1619.3,"(16, 16)",500,0.2,2,1.6
IMG_3376.jpg,4,7,1729.4,1331.4,1492.7,746.2,-81.7,1492.7,746.2,138990,1113822,4477.7,0.1248,145444,1.0,0.922,277980.0,2590.9,False,none,138990.0,1619.3,"(16, 16)",500,0.2,2,1.6
IMG_3376.jpg,5,7,381.0,1057.4,1904.3,243.8,-79.68,1904.3,243.8,103886,464271,4296.3,0.2238,105630,0.747,1.176,277980.0,2590.9,False,none,138990.0,1619.3,"(16, 16)",500,0.2,2,1.6
IMG_3376.jpg,6,7,2930.9,1116.8,118.8,1619.3,-9.48,1619.3,118.8,74665,192435,3476.3,0.388,76350,0.537,1.0,277980.0,2590.9,False,none,138990.0,1619.3,"(16, 16)",500,0.2,2,1.6
IMG_3376.jpg,7,7,3193.0,1236.5,1769.0,214.0,-90.0,1769.0,214.0,43158,378566,3966.0,0.114,46422,0.311,1.092,277980.0,2590.9,False,none,138990.0,1619.3,"(16, 16)",500,0.2,2,1.6
